20 -0.235
21 -0.347
22 -0.427
23 -0.504
24 -0.612
25 -0.577
26 -0.726
27 -0.711
28 -0.866
29 -0.735
30 -0.798
31 -0.978
32 -0.837
33 -0.655
34 -0.775
35 -0.944	# interpolated
36 -1.112	# interpolated
37 -1.281

GLU

3  -0.229
4  -0.505
5  -0.560
6  -0.602
7  -0.664
8  -0.720
9  -0.683
10 -0.639
11 -0.614
12 -0.585
13 -0.499
14 -0.387
15 -0.273
16 -0.157
17 0.007
18 0.157
19 0.348
20 0.533
21 0.698
22 0.869
23 1.023
24 1.177
25 1.192
26 1.259
27 1.372
28 1.477
29 1.474
30 1.468
31 1.802
32 1.815
33 1.667
34 1.560
35 1.560	# sparse data
36 1.560	# sparse data
37 1.560	# sparse data

GLN

3  0.068
4  -0.139
5  -0.110
6  -0.222
7  -0.213
8  -0.318
9  -0.309
10 -0.393
11 -0.406
12 -0.404
13 -0.394
14 -0.365
15 -0.300
16 -0.249
17 -0.148
18 -0.052
19 0.080
20 0.194
21 0.335
22 0.533
23 0.591
24 0.706
25 0.832
26 0.799
27 0.849
28 0.883
29 1.015
30 1.051
31 0.958
32 1.024
33 1.180
34 1.261
35 1.261	# sparse data
36 1.261	# sparse data
37 1.261	# no data

GLY

3  0.147
4  0.798
5  0.453
6  0.102
7  0.012
8  -0.083
9  -0.092
10 -0.115
11 -0.117
12 -0.083
13 -0.082
14 -0.041
15 0.034
16 0.074
17 0.082
18 0.104
19 0.136
20 0.132
21 0.183
22 0.152
23 0.156
24 0.157
25 0.039
26 -0.059
27 -0.163
28 -0.253
29 -0.414
30 -0.525
31 -0.570
32 -0.804
33 -0.927
34 -0.862
35 -1.177
36 -1.348
37 -1.381

HIS

3  -1.028
4  -0.472
5  -0.209
6  -0.028
7  0.118
8  0.176
9  0.044
10 0.181
11 0.137
12 0.091
13 0.032
14 -0.018
15 -0.131
16 -0.141
17 -0.170
18 -0.196
19 -0.144
20 -0.115
21 -0.033
22 -0.011
23 0.063
24 0.085
25 0.155
26 0.152
27 0.205
28 0.165
29 0.317
30 0.217
31 0.311
32 0.369
33 0.503
34 0.712
35 0.712	# sparse data
36 0.712	# sparse data
37 0.712	# no data

ILE

3  1.101
4  0.705
5  1.070
6  1.419
7  1.409
8  1.360
9  1.338
10 1.202
11 1.118
12 0.973
13 0.792
14 0.585
15 0.403
16 0.228
17 0.099
18 -0.034
19 -0.178
20 -0.271
21 -0.361
22 -0.425
23 -0.512
24 -0.520
25 -0.554
26 -0.541
27 -0.489
28 -0.457
29 -0.387
30 -0.296
31 -0.279
32 -0.207
33 -0.090
34 -0.092
35 0.600
36 0.600	# sparse data
37 0.600	# sparse data

LEU

3  0.437
4  0.745
5  1.057
6  1.230
7  1.288
8  1.275
9  1.337
10 1.106
11 1.035
12 0.814
13 0.614
14 0.419
15 0.268
16 0.077
17 -0.015
18 -0.139
19 -0.244
20 -0.317
21 -0.405
22 -0.462
23 -0.471
24 -0.452
25 -0.425
26 -0.379
27 -0.301
28 -0.182
29 -0.034
30 0.030
31 0.131
32 0.294
33 0.445
34 0.782
35 0.626
36 0.850
37 0.850	# sparse data

LYS

3  -0.286
4  -0.308
5  -0.321
6  -0.415
7  -0.425
8  -0.449
9  -0.512
10 -0.553
11 -0.529
12 -0.556
13 -0.529
14 -0.473
15 -0.440
16 -0.328
17 -0.193
18 -0.020
19 0.174
20 0.417
21 0.678
22 0.889
23 1.104
24 1.345
25 1.539
26 1.650
27 1.831
28 1.825
29 1.844
30 1.991
31 2.152
32 2.020
33 2.042
34 1.558
35 1.558	# sparse data
36 1.558	# no data
37 1.558	# no data

MET

3  -0.989
4  0.031
5  0.416
6  0.426
7  0.813
8  0.806
9  0.941
10 0.819
11 0.684
12 0.648
13 0.556
14 0.349
15 0.289
16 0.148
17 0.056
18 0.038
19 -0.071
20 -0.153
21 -0.224
22 -0.279
23 -0.380
24 -0.389
25 -0.475
26 -0.462
27 -0.509
28 -0.431
29 -0.342
30 -0.380
31 -0.312
32 -0.412
33 -0.214
34 -0.503
35 -0.266
36 -0.266	# sparse data
37 -0.266	# sparse data

PHE

3  0.354
4  0.668
5  1.065
6  1.044
7  1.321
8  1.332
9  1.261
10 1.168
11 1.101
12 1.011
13 0.768
14 0.590
15 0.376
16 0.180
17 0.060
18 -0.099
19 -0.285
20 -0.361
21 -0.438
22 -0.468
23 -0.517
24 -0.495
25 -0.489
26 -0.376
27 -0.341
28 -0.336
29 -0.155
30 -0.114
31 0.112
32 0.161
33 0.347
34 0.138
35 0.092
36 0.092	# sparse data
37 0.092	# no data

PRO

3  -0.338
4  -0.727
5  -0.729
6  -0.791
7  -0.739
8  -0.614
9  -0.520
10 -0.420
11 -0.308
12 -0.225
13 -0.155
14 -0.067
15 -0.004
16 0.033
17 0.070
18 0.134
19 0.177
20 0.244
21 0.291
22 0.326
23 0.423
24 0.374
25 0.389
26 0.422
27 0.367
28 0.438
29 0.353
30 0.321
31 0.264
32 0.419
33 0.419
34 0.337
35 0.512
36 0.512	# sparse data
37 0.512	# sparse data

SER

3  -0.358
4  -0.322
5  -0.392
6  -0.378
7  -0.321
8  -0.321
9  -0.308
10 -0.255
11 -0.232
12 -0.162
13 -0.117
14 -0.086
15 -0.005
16 0.047
17 0.054
18 0.108
19 0.153
20 0.187
21 0.212
22 0.224
23 0.245
24 0.183
25 0.213
26 0.166
27 0.062
28 0.030
29 -0.044
30 -0.120
31 -0.076
32 -0.106
33 -0.320
34 -0.233
35 0.098
36 -0.667
37 -0.615

THR

3  0.021
4  0.030
5  -0.018
6  0.029
7  0.078
8  -0.010
9  -0.083
10 -0.083
11 -0.149
12 -0.155
13 -0.130
14 -0.100
15 -0.099
16 -0.085
17 -0.037
18 0.053
19 0.051
20 0.084
21 0.128
22 0.171
23 0.170
24 0.180
25 0.130
26 0.111
27 0.039
28 0.004
29 -0.064
30 -0.156
31 -0.190
32 -0.111
33 -0.088
34 0.044
35 -0.140
36 -0.520
37 0.120

TRP

3  0.848
4  0.948
5  1.227
6  1.056
7  1.330
8  1.314
9  1.278
10 1.149
11 1.039
12 0.873
13 0.665
14 0.370
15 0.290
16 0.042
17 -0.126
18 -0.249
19 -0.376
20 -0.419
21 -0.474
22 -0.462
23 -0.410
24 -0.423
25 -0.310
26 -0.227
27 -0.133
28 0.000
29 0.157
30 0.231
31 0.321
32 0.382
33 0.647
34 0.647	# sparse data
35 0.647	# sparse data
36 0.647	# sparse data
37 0.647	# sparse data

TYR

3  0.221
4  0.668
5  1.022
6  1.145
7  1.084
8  1.146
9  1.133
10 0.989
11 0.927
12 0.774
13 0.554
14 0.417
15 0.160
16 0.030
17 -0.117
18 -0.264
19 -0.372
20 -0.431
21 -0.456
22 -0.426
23 -0.385
24 -0.357
25 -0.237
26 -0.225
27 -0.014
28 0.045
29 0.099
30 0.222
31 0.469
32 0.836
33 0.810
34 0.606
35 0.606	# sparse data
36 0.606	# sparse data
37 0.606	# no data

VAL

3  0.428
4  0.684
5  0.724
6  0.926
7  1.069
8  1.122
9  1.067
10 1.014
11 0.855
12 0.739
13 0.678
14 0.513
15 0.374
16 0.285
17 0.156
18 0.022
19 -0.066
20 -0.168
21 -0.257
22 -0.346
23 -0.404
24 -0.503
25 -0.498
26 -0.554
27 -0.589
28 -0.598
29 -0.606
30 -0.543
31 -0.446
32 -0.545
33 -0.474
34 -0.442
35 -0.141
36 -0.194
37 -0.584
